,Description,Director,Runtime (Minutes),Action,Adventure,Aniimation,Biography,Comedy,Crime,Drama,Family,Fantasy,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western,Success
324,"A shy student trying to reach his family in Ohio, a gun-toting tough guy trying to find the last Twinkie, and a pair of sisters trying to get to an amusement park join forces to travel across a zombie-filled America.",Ruben Fleischer,88,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
325,A Hollywood fixer in the 1950s works to keep the studio's stars in line.,Ethan Coen,106,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
326,"A Mumbai teen reflects on his upbringing in the slums when he is accused of cheating on the Indian Version of ""Who Wants to be a Millionaire?""",Danny Boyle,120,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
327,"After the birth of Renesmee, the Cullens gather other vampire clans in order to protect the child from a false allegation that puts the family in front of the Volturi.",Bill Condon,115,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
328,"After Peter Parker is bitten by a genetically altered spider, he gains newfound, spider-like powers and ventures out to solve the mystery of his parent's mysterious death.",Marc Webb,136,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
329,"Judah Ben-Hur, a prince falsely accused of treason by his adopted brother, an officer in the Roman army, returns to his homeland after years at sea to seek revenge, but finds redemption.",Timur Bekmambetov,123,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330,"A young street magician (Jacob Latimore) is left to care for his little sister after their parents passing, and turns to illegal activities to keep a roof over their heads. When he gets in ... See full summary »",J.D. Dillard,89,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
331,"Thomas is deposited in a community of boys after his memory is erased, soon learning they're all trapped in a maze that will require him to join forces with fellow ""runners"" for a shot at escape.",Wes Ball,113,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
332,"In a last-ditch effort to stop a diabolical plot, a dead CIA operative's memories, secrets, and skills are implanted into a death-row inmate in hopes that he will complete the operative's mission.",Ariel Vromen,113,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
333,"A frustrated office worker learns that he is the son of a professional assassin, and that he shares his father's superhuman killing abilities.",Timur Bekmambetov,110,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
334,"The story of Florence Foster Jenkins, a New York heiress who dreamed of becoming an opera singer, despite having a terrible singing voice.",Stephen Frears,111,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335,"An American backpacker gets involved with a ring of drug smugglers as their driver, though he winds up on the run from his employers across Cologne high-speed Autobahn.",Eran Creevy,99,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
336,"The true story of Whitey Bulger, the brother of a state senator and the most infamous violent criminal in the history of South Boston, who became an FBI informant to take down a Mafia family invading his turf.",Scott Cooper,123,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
337,"The former World Heavyweight Champion Rocky Balboa serves as a trainer and mentor to Adonis Johnson, the son of his late friend and former rival Apollo Creed.",Ryan Coogler,133,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
338,A hopeless man stranded on a deserted island befriends a dead body and together they go on a surreal journey to get home.,Dan Kwan,97,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339,"Barney augments his team with new blood for a personal battle: to take down Conrad Stonebanks, the Expendables co-founder and notorious arms trader who is hell bent on wiping out Barney and every single one of his associates.",Patrick Hughes,126,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
340,"A documentary team films the lives of a group of vampires for a few months. The vampires share a house in Wellington, New Zealand. Turns out vampires have their own domestic problems too.",Jemaine Clement,86,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
341,Boxer Billy Hope turns to trainer Tick Wills to help him get his life back on track after losing his wife in a tragic accident and his daughter to child protection services.,Antoine Fuqua,124,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
342,"During the Cold War, an American lawyer is recruited to defend an arrested Soviet spy in court, and then help the CIA facilitate an exchange of the spy for the Soviet captured American U2 spy plane pilot, Francis Gary Powers.",Steven Spielberg,142,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
343,"An ordinary Lego construction worker, thought to be the prophesied 'Special', is recruited to join a quest to stop an evil tyrant from gluing the Lego universe into eternal stasis.",Phil Lord,100,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
344,"The story of New Zealand's Robert ""Rob"" Edwin Hall, who on May 10, 1996, together with Scott Fischer, teamed up on a joint expedition to ascend Mount Everest.",Baltasar Kormákur,121,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345,"When aliens misinterpret video feeds of classic arcade games as a declaration of war, they attack the Earth in the form of the video games.",Chris Columbus,105,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
346,"In 12th century England, Robin and his band of marauders confront corruption in a local village and lead an uprising against the crown that will forever alter the balance of world power.",Ridley Scott,140,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
347,"When Wolverine is summoned to Japan by an old acquaintance, he is embroiled in a conflict that forces him to confront his own demons.",James Mangold,126,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
348,"Transported to Barsoom, a Civil War vet discovers a barren planet seemingly inhabited by 12-foot tall barbarians. Finding himself prisoner of these creatures, he escapes, only to encounter Woola and a princess in desperate need of a savior.",Andrew Stanton,132,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
349,"When an L.A. drug kingpin's kitten unexpectedly enters the life of two cousins, they will have to go through gangs, hitmen and drug dealers who claim him in order to get him back.",Peter Atencio,100,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350,"A sniper on a mercenary assassination team, kills the minister of mines of the Congo. Terrier's successful kill shot forces him into hiding. Returning to the Congo years later, he becomes the target of a hit squad himself.",Pierre Morel,115,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
351,"Steve Jobs takes us behind the scenes of the digital revolution, to paint a portrait of the man at its epicenter. The story unfolds backstage at three iconic product launches, ending in 1998 with the unveiling of the iMac.",Danny Boyle,122,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
352,"After moving his family back to his hometown to be with his friends and their kids, Lenny finds out that between old bullies, new bullies, schizo bus drivers, drunk cops on skis, and 400 costumed party crashers sometimes crazy follows you.",Dennis Dugan,101,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353,"A young woman, born at the turn of the 20th century, is rendered ageless after an accident. After many solitary years, she meets a man who complicates the eternal life she has settled into.",Lee Toland Krieger,112,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
354,"Bruce Banner, a scientist on the run from the U.S. Government, must find a cure for the monster he emerges whenever he loses his temper.",Louis Leterrier,112,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
355,"A comedy centered around four couples who settle into a tropical-island resort for a vacation. While one of the couples is there to work on the marriage, the others fail to realize that participation in the resort's therapy sessions is not optional.",Peter Billingsley,113,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
356,"A male stripper teaches a younger performer how to party, pick up women, and make easy money.",Steven Soderbergh,110,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357,"Minions Stuart, Kevin and Bob are recruited by Scarlet Overkill, a super-villain who, alongside her inventor husband Herb, hatches a plot to take over the world.",Kyle Balda,91,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
358,"When a criminal mastermind uses a trio of orphan girls as pawns for a grand scheme, he finds their love is profoundly changing him for the better.",Pierre Coffin,95,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
359,A pair of former high school sweethearts reunite after many years when they return to visit their small hometown.,Michael Hoffman,118,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
360,"While attending a dinner party at his former home, a man thinks his ex-wife and her new husband have sinister intentions for their guests.",Karyn Kusama,100,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
361,"A chronicle of the decade-long hunt for al-Qaeda terrorist leader Osama bin Laden after the September 2001 attacks, and his death at the hands of the Navy S.E.A.L.s Team 6 in May 2011.",Kathryn Bigelow,157,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
362,"The magically long-haired Rapunzel has spent her entire life in a tower, but now that a runaway thief has stumbled upon her, she is about to discover the world for the first time, and who she really is.",Nathan Greno,100,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
363,"As the war of Panem escalates to the destruction of other districts, Katniss Everdeen, the reluctant leader of the rebellion, must bring together an army against President Snow, while all she holds dear hangs in the balance.",Francis Lawrence,137,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
364,"Rusty Griswold takes his own family on a road trip to ""Walley World"" in order to spice things up with his wife and reconnect with his sons.",John Francis Daley,99,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
365,"A retired CIA agent travels across Europe and relies on his old skills to save his estranged daughter, who has been kidnapped while on a trip to Paris.",Pierre Morel,93,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
366,"After a humiliating command performance at The Kennedy Center, the Barden Bellas enter an international competition that no American group has ever won in order to regain their status and right to perform.",Elizabeth Banks,115,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
367,A look at the relationship between Mike and Sulley during their days at Monsters University -- when they weren't necessarily the best of friends.,Dan Scanlon,104,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
368,"Arthur Bishop thought he had put his murderous past behind him, until his most formidable foe kidnaps the love of his life. Now he is forced to travel the globe to complete three impossible assassinations, and do what he does best: make them look like accidents.",Dennis Gansel,98,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
369,"When podcaster Wallace Bryton goes missing in the backwoods of Manitoba while interviewing a mysterious seafarer named Howard Howe, his best friend Teddy and girlfriend Allison team with an ex-cop to look for him.",Kevin Smith,102,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
370,"As Harry races against time and evil to destroy the Horcruxes, he uncovers the existence of three most powerful objects in the wizarding world: the Deathly Hallows.",David Yates,146,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
371,A man's carefully cultivated private life is disrupted when his sister arrives for an indefinite stay.,Steve McQueen,101,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
372,"A sixteen-year-old girl who was raised by her father to be the perfect assassin is dispatched on a mission across Europe, tracked by a ruthless intelligence agent and her operatives.",Joe Wright,111,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
373,A teenager turns her babysitting service into a call-girl service for married guys after fooling around with one of her customers.,David Ross,88,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
374,Five sisters in 19th century England must cope with the pressures to marry while protecting themselves from a growing population of zombies.,Burr Steers,108,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
375,"Greek general Themistokles leads the charge against invading Persian forces led by mortal-turned-god Xerxes and Artemisia, vengeful commander of the Persian navy.",Noam Murro,102,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
376,"In London for the Prime Minister's funeral, Mike Banning discovers a plot to assassinate all the attending world leaders.",Babak Najafi,99,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
377,"Tells the story of Benjamin Button, a man who starts aging backwards with bizarre consequences.",David Fincher,166,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
378,Some of Sin City's most hard-boiled citizens cross paths with a few of its more reviled inhabitants.,Frank Miller,102,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
379,Jason Bourne dodges a ruthless CIA official and his agents from a new assassination program while searching for the origins of his life as a trained killer.,Paul Greengrass,115,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
380,"Two friends are searching for their long lost companion. They revisit their college days and recall the memories of their friend who inspired them to think differently, even as the rest of the world called them ""idiots"".",Rajkumar Hirani,170,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
381,"Derek and Hansel are lured into modeling again, in Rome, where they find themselves the target of a sinister conspiracy.",Ben Stiller,102,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
382,"Former United Nations employee Gerry Lane traverses the world in a race against time to stop the Zombie pandemic that is toppling armies and governments, and threatening to destroy humanity itself.",Marc Forster,116,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
383,"The IMF is shut down when it's implicated in the bombing of the Kremlin, causing Ethan Hunt and his new team to go rogue to clear their organization's name.",Brad Bird,132,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
384,"The lives of a young couple intertwine with a much older man, as he reflects back on a past love.",George Tillman Jr.,123,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
385,The story of a tourist family in Thailand caught in the destruction and chaotic aftermath of the 2004 Indian Ocean tsunami.,J.A. Bayona,114,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
386,"Following Kick-Ass' heroics, other citizens are inspired to become masked crusaders. But the Red Mist leads his own group of evil supervillains to kill Kick-Ass and destroy everything for which he stands.",Jeff Wadlow,103,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
387,"A frustrated circus magician from Kansas is transported to a magical land called Oz, where he will have to fulfill a prophecy to become the king, and release the land from the Wicked Witches using his great (but fake) powers.",Sam Raimi,130,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
388,"An Irish immigrant lands in 1950s Brooklyn, where she quickly falls into a romance with a local. When her past catches up with her, however, she must choose between two countries and the lives that exist within.",John Crowley,117,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
389,"An adventurous girl finds another world that is a strangely idealized version of her frustrating home, but it has sinister secrets.",Henry Selick,100,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
390,"The relationship of a contemporary married couple, charting their evolution over a span of years by cross-cutting between time periods.",Derek Cianfrance,112,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
391,"In a violent, futuristic city where the police have the authority to act as judge, jury and executioner, a cop teams with a trainee to take down a gang that deals the reality-altering drug, SLO-MO.",Pete Travis,95,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
